Date,RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch,Weight_kg_base
08/10/21,56,Alc,female,57,10,5,0.193,EtOH,30_mins,120,120,Model,4,0.032
08/10/21,57,Str,female,57,10,5,0.192,EtOH,30_mins,119,121,Model,4,0.029
08/10/21,58,Alc+Str,female,57,10,5,0.182,EtOH,30_mins,121,121,Model,4,0.028
08/10/21,59,Ctrl,female,57,10,5,0.178,EtOH,30_mins,120,122,Model,4,0.03
08/10/21,61,Alc,male,57,10,5,0.2,EtOH,30_mins,119,123,Model,4,0.023
08/10/21,62,Alc+Str,male,57,10,5,0.214,EtOH,30_mins,121,121,Model,4,0.059
08/10/21,63,Ctrl,male,57,10,5,0.254,EtOH,30_mins,117,121,Model,4,0.081
08/10/21,64,Ctrl,male,57,10,5,0.251,EtOH,30_mins,119,124,Model,4,0.06
08/10/21,65,Str,male,57,10,5,0.242,EtOH,30_mins,119,118,Model,4,0.06
08/10/21,66,Alc+Str,male,57,10,5,0.256,EtOH,30_mins,118,121,Model,4,0.048
08/10/21,67,Alc,male,57,10,5,0.273,EtOH,30_mins,121,117,Model,4,0.071
09/10/21,52,Str,female,57,10,5,0.177,EtOH,24_hrs,117,107,Model,4,0.019
09/10/21,53,Alc,female,57,10,5,0.148,EtOH,24_hrs,105,122,Model,4,-0.005
09/10/21,54,Ctrl,female,57,10,5,0.193,EtOH,24_hrs,111,97,Model,4,0.038
09/10/21,56,Alc,female,57,10,5,0.193,EtOH,24_hrs,111,92,Model,4,0.032
09/10/21,57,Str,female,57,10,5,0.192,EtOH,24_hrs,111,97,Model,4,0.029
09/10/21,58,Alc+Str,female,57,10,5,0.182,EtOH,24_hrs,120,89,Model,4,0.028
09/10/21,59,Ctrl,female,57,10,5,0.178,EtOH,24_hrs,87,121,Model,4,0.03
09/10/21,61,Alc,male,57,10,5,0.2,EtOH,24_hrs,118,89,Model,4,0.023
09/10/21,62,Alc+Str,male,57,10,5,0.214,EtOH,24_hrs,110,104,Model,4,0.059
09/10/21,63,Ctrl,male,57,10,5,0.254,EtOH,24_hrs,83,120,Model,4,0.081
09/10/21,64,Ctrl,male,57,10,5,0.251,EtOH,24_hrs,101,122,Model,4,0.06
09/10/21,65,Str,male,57,10,5,0.242,EtOH,24_hrs,65,101,Model,4,0.06
09/10/21,66,Alc+Str,male,57,10,5,0.256,EtOH,24_hrs,110,97,Model,4,0.048
09/10/21,67,Alc,male,57,10,5,0.273,EtOH,24_hrs,75,119,Model,4,0.071
09/10/21,52,Str,female,58,11,5,0.172,H2O,start,124,124,Model,4,0.014
09/10/21,53,Alc,female,58,11,5,0.154,H2O,start,124,124,Model,4,0.001
09/10/21,54,Ctrl,female,58,11,5,0.2,H2O,start,123,124,Model,4,0.045
09/10/21,56,Alc,female,58,11,5,0.2,H2O,start,123,123,Model,4,0.039
09/10/21,57,Str,female,58,11,5,0.186,H2O,start,123,123,Model,4,0.023
09/10/21,58,Alc+Str,female,58,11,5,0.187,H2O,start,123,125,Model,4,0.033
09/10/21,59,Ctrl,female,58,11,5,0.187,H2O,start,123,125,Model,4,0.039
09/10/21,61,Alc,male,58,11,5,0.204,H2O,start,122,125,Model,4,0.027
09/10/21,62,Alc+Str,male,58,11,5,0.227,H2O,start,124,124,Model,4,0.072
09/10/21,63,Ctrl,male,58,11,5,0.26,H2O,start,124,122,Model,4,0.087
09/10/21,64,Ctrl,male,58,11,5,0.26,H2O,start,123,122,Model,4,0.069
09/10/21,65,Str,male,58,11,5,0.251,H2O,start,123,122,Model,4,0.069
09/10/21,66,Alc+Str,male,58,11,5,0.198,H2O,start,124,123,Model,4,-0.01
09/10/21,67,Alc,male,58,11,5,0.28,H2O,start,124,123,Model,4,0.078
11/10/21,52,Str,female,58,11,5,0.172,H2O,48_hrs,73,117,Model,4,0.014
11/10/21,53,Alc,female,58,11,5,0.154,H2O,48_hrs,123,55,Model,4,0.001
11/10/21,54,Ctrl,female,58,11,5,0.2,H2O,48_hrs,117,57,Model,4,0.045
11/10/21,56,Alc,female,58,11,5,0.2,H2O,48_hrs,117,58,Model,4,0.039
11/10/21,57,Str,female,58,11,5,0.186,H2O,48_hrs,110,78,Model,4,0.023
11/10/21,58,Alc+Str,female,58,11,5,0.187,H2O,48_hrs,79,95,Model,4,0.033
11/10/21,59,Ctrl,female,58,11,5,0.187,H2O,48_hrs,74,113,Model,4,0.039
11/10/21,61,Alc,male,58,11,5,0.204,H2O,48_hrs,113,63,Model,4,0.027
11/10/21,62,Alc+Str,male,58,11,5,0.227,H2O,48_hrs,76,89,Model,4,0.072
11/10/21,63,Ctrl,male,58,11,5,0.26,H2O,48_hrs,115,49,Model,4,0.087
11/10/21,64,Ctrl,male,58,11,5,0.26,H2O,48_hrs,115,37,Model,4,0.069
11/10/21,65,Str,male,58,11,5,0.251,H2O,48_hrs,59,112,Model,4,0.069
11/10/21,66,Alc+Str,male,58,11,5,0.198,H2O,48_hrs,103,60,Model,4,-0.01
11/10/21,67,Alc,male,58,11,5,0.28,H2O,48_hrs,28,108,Model,4,0.078
11/10/21,52,Str,female,60,11,6,0.187,EtOH,start,122,124,Model,4,0.029
11/10/21,53,Alc,female,60,11,6,0.186,EtOH,start,116,122,Model,4,0.033
11/10/21,54,Ctrl,female,60,11,6,0.189,EtOH,start,124,124,Model,4,0.034
11/10/21,56,Alc,female,60,11,6,0.2,EtOH,start,121,123,Model,4,0.039
11/10/21,57,Str,female,60,11,6,0.191,EtOH,start,121,122,Model,4,0.028
11/10/21,58,Alc+Str,female,60,11,6,0.189,EtOH,start,120,121,Model,4,0.035
11/10/21,59,Ctrl,female,60,11,6,0.187,EtOH,start,123,122,Model,4,0.039
11/10/21,61,Alc,male,60,11,6,0.221,EtOH,start,118,125,Model,4,0.044
11/10/21,62,Alc+Str,male,60,11,6,0.23,EtOH,start,120,123,Model,4,0.075
11/10/21,63,Ctrl,male,60,11,6,0.271,EtOH,start,118,121,Model,4,0.098
11/10/21,64,Ctrl,male,60,11,6,0.268,EtOH,start,123,122,Model,4,0.077
11/10/21,65,Str,male,60,11,6,0.262,EtOH,start,120,123,Model,4,0.08
11/10/21,66,Alc+Str,male,60,11,6,0.272,EtOH,start,119,122,Model,4,0.064
11/10/21,67,Alc,male,60,11,6,0.285,EtOH,start,120,123,Model,4,0.083
11/10/21,52,Str,female,60,12,6,0.187,EtOH,30_mins,122,119,Model,4,0.029
11/10/21,53,Alc,female,60,12,6,0.186,EtOH,30_mins,116,122,Model,4,0.033
11/10/21,54,Ctrl,female,60,12,6,0.189,EtOH,30_mins,123,124,Model,4,0.034
11/10/21,56,Alc,female,60,12,6,0.2,EtOH,30_mins,119,123,Model,4,0.039
11/10/21,57,Str,female,60,12,6,0.191,EtOH,30_mins,120,121,Model,4,0.028
11/10/21,58,Alc+Str,female,60,12,6,0.189,EtOH,30_mins,120,119,Model,4,0.035
11/10/21,59,Ctrl,female,60,12,6,0.187,EtOH,30_mins,123,122,Model,4,0.039
11/10/21,61,Alc,male,60,12,6,0.221,EtOH,30_mins,118,124,Model,4,0.044
11/10/21,62,Alc+Str,male,60,12,6,0.23,EtOH,30_mins,119,122,Model,4,0.075
11/10/21,63,Ctrl,male,60,12,6,0.271,EtOH,30_mins,118,121,Model,4,0.098
11/10/21,64,Ctrl,male,60,12,6,0.268,EtOH,30_mins,120,121,Model,4,0.077
11/10/21,65,Str,male,60,12,6,0.262,EtOH,30_mins,118,123,Model,4,0.08
11/10/21,66,Alc+Str,male,60,12,6,0.272,EtOH,30_mins,117,122,Model,4,0.064
11/10/21,67,Alc,male,60,12,6,0.285,EtOH,30_mins,119,123,Model,4,0.083
12/10/21,52,Str,female,60,12,6,0.187,EtOH,24_hrs,120,94,Model,4,0.029
12/10/21,53,Alc,female,60,12,6,0.186,EtOH,24_hrs,112,108,Model,4,0.033
12/10/21,54,Ctrl,female,60,12,6,0.189,EtOH,24_hrs,109,104,Model,4,0.034
12/10/21,56,Alc,female,60,12,6,0.2,EtOH,24_hrs,117,95,Model,4,0.039
12/10/21,57,Str,female,60,12,6,0.191,EtOH,24_hrs,97,116,Model,4,0.028
12/10/21,58,Alc+Str,female,60,12,6,0.189,EtOH,24_hrs,119,82,Model,4,0.035
12/10/21,59,Ctrl,female,60,12,6,0.187,EtOH,24_hrs,105,109,Model,4,0.039
12/10/21,61,Alc,male,60,12,6,0.221,EtOH,24_hrs,117,98,Model,4,0.044
12/10/21,62,Alc+Str,male,60,12,6,0.23,EtOH,24_hrs,107,107,Model,4,0.075
12/10/21,63,Ctrl,male,60,12,6,0.271,EtOH,24_hrs,86,115,Model,4,0.098
12/10/21,64,Ctrl,male,60,12,6,0.268,EtOH,24_hrs,83,115,Model,4,0.077
12/10/21,65,Str,male,60,12,6,0.262,EtOH,24_hrs,102,112,Model,4,0.08
12/10/21,66,Alc+Str,male,60,12,6,0.272,EtOH,24_hrs,110,100,Model,4,0.064
12/10/21,67,Alc,male,60,12,6,0.285,EtOH,24_hrs,114,80,Model,4,0.083
12/10/21,52,Str,female,61,13,6,0.181,H2O,start,125,123,Model,4,0.023
12/10/21,53,Alc,female,61,13,6,0.184,H2O,start,123,125,Model,4,0.031
12/10/21,54,Ctrl,female,61,13,6,0.209,H2O,start,125,124,Model,4,0.054
12/10/21,56,Alc,female,61,13,6,0.203,H2O,start,122,124,Model,4,0.042
12/10/21,57,Str,female,61,13,6,0.186,H2O,start,122,124,Model,4,0.023
12/10/21,58,Alc+Str,female,61,13,6,0.195,H2O,start,123,124,Model,4,0.041
12/10/21,59,Ctrl,female,61,13,6,0.195,H2O,start,123,122,Model,4,0.047
12/10/21,61,Alc,male,61,13,6,0.225,H2O,start,122,123,Model,4,0.048
12/10/21,62,Alc+Str,male,61,13,6,0.236,H2O,start,123,122,Model,4,0.081
12/10/21,63,Ctrl,male,61,13,6,0.277,H2O,start,123,124,Model,4,0.104
12/10/21,64,Ctrl,male,61,13,6,0.276,H2O,start,122,123,Model,4,0.085
12/10/21,65,Str,male,61,13,6,0.26,H2O,start,122,123,Model,4,0.078
12/10/21,66,Alc+Str,male,61,13,6,0.272,H2O,start,124,122,Model,4,0.064
12/10/21,67,Alc,male,61,13,6,0.291,H2O,start,122,123,Model,4,0.089
13/10/2021,52,Str,female,61,13,6,0.181,H2O,24_hrs,118,95,Model,4,0.023
13/10/2021,53,Alc,female,61,13,6,0.184,H2O,24_hrs,121,85,Model,4,0.031
13/10/2021,54,Ctrl,female,61,13,6,0.209,H2O,24_hrs,120,97,Model,4,0.054
13/10/2021,56,Alc,female,61,13,6,0.203,H2O,24_hrs,118,81,Model,4,0.042
13/10/2021,57,Str,female,61,13,6,0.186,H2O,24_hrs,120,96,Model,4,0.023
13/10/2021,58,Alc+Str,female,61,13,6,0.195,H2O,24_hrs,104,108,Model,4,0.041
13/10/2021,59,Ctrl,female,61,13,6,0.195,H2O,24_hrs,108,106,Model,4,0.047
13/10/2021,61,Alc,male,61,13,6,0.225,H2O,24_hrs,92,116,Model,4,0.048
13/10/2021,62,Alc+Str,male,61,13,6,0.236,H2O,24_hrs,83,119,Model,4,0.081
13/10/2021,63,Ctrl,male,61,13,6,0.277,H2O,24_hrs,103,98,Model,4,0.104
13/10/2021,64,Ctrl,male,61,13,6,0.276,H2O,24_hrs,92,108,Model,4,0.085
13/10/2021,65,Str,male,61,13,6,0.26,H2O,24_hrs,119,89,Model,4,0.078
13/10/2021,66,Alc+Str,male,61,13,6,0.272,H2O,24_hrs,84,118,Model,4,0.064
13/10/2021,67,Alc,male,61,13,6,0.291,H2O,24_hrs,120,71,Model,4,0.089
13/10/2021,52,Str,female,62,13,7,0.185,EtOH,start,122,123,Model,4,0.027
13/10/2021,53,Alc,female,62,13,7,0.201,EtOH,start,119,123,Model,4,0.048
13/10/2021,54,Ctrl,female,62,13,7,0.206,EtOH,start,119,123,Model,4,0.051
13/10/2021,56,Alc,female,62,13,7,0.208,EtOH,start,118,125,Model,4,0.047
13/10/2021,57,Str,female,62,13,7,0.197,EtOH,start,122,124,Model,4,0.034
13/10/2021,58,Alc+Str,female,62,13,7,0.2,EtOH,start,120,123,Model,4,0.046
13/10/2021,59,Ctrl,female,62,13,7,0.198,EtOH,start,122,123,Model,4,0.05
13/10/2021,61,Alc,male,62,13,7,0.233,EtOH,start,120,122,Model,4,0.056
13/10/2021,62,Alc+Str,male,62,13,7,0.291,EtOH,start,119,122,Model,4,0.136
13/10/2021,63,Ctrl,male,62,13,7,0.285,EtOH,start,122,123,Model,4,0.112
13/10/2021,64,Ctrl,male,62,13,7,0.277,EtOH,start,121,121,Model,4,0.086
13/10/2021,65,Str,male,62,13,7,0.268,EtOH,start,123,123,Model,4,0.086
13/10/2021,66,Alc+Str,male,62,13,7,0.281,EtOH,start,114,120,Model,4,0.073
13/10/2021,67,Alc,male,62,13,7,0.31,EtOH,start,120,118,Model,4,0.108
13/10/2021,52,Str,female,62,14,7,0.185,EtOH,30_mins,121,122,Model,4,0.027
13/10/2021,53,Alc,female,62,14,7,0.201,EtOH,30_mins,119,119,Model,4,0.048
13/10/2021,54,Ctrl,female,62,14,7,0.206,EtOH,30_mins,118,123,Model,4,0.051
13/10/2021,56,Alc,female,62,14,7,0.208,EtOH,30_mins,118,123,Model,4,0.047
13/10/2021,57,Str,female,62,14,7,0.197,EtOH,30_mins,122,123,Model,4,0.034
13/10/2021,58,Alc+Str,female,62,14,7,0.2,EtOH,30_mins,120,119,Model,4,0.046
13/10/2021,59,Ctrl,female,62,14,7,0.198,EtOH,30_mins,121,120,Model,4,0.05
13/10/2021,61,Alc,male,62,14,7,0.233,EtOH,30_mins,119,122,Model,4,0.056
13/10/2021,62,Alc+Str,male,62,14,7,0.291,EtOH,30_mins,118,121,Model,4,0.136
13/10/2021,63,Ctrl,male,62,14,7,0.285,EtOH,30_mins,122,122,Model,4,0.112
13/10/2021,64,Ctrl,male,62,14,7,0.277,EtOH,30_mins,116,120,Model,4,0.086
13/10/2021,65,Str,male,62,14,7,0.268,EtOH,30_mins,120,122,Model,4,0.086
13/10/2021,66,Alc+Str,male,62,14,7,0.281,EtOH,30_mins,108,117,Model,4,0.073
13/10/2021,67,Alc,male,62,14,7,0.31,EtOH,30_mins,119,115,Model,4,0.108
14/10/2021,52,Str,female,62,14,7,0.185,EtOH,24_hrs,105,111,Model,4,0.027
14/10/2021,53,Alc,female,62,14,7,0.201,EtOH,24_hrs,117,91,Model,4,0.048
14/10/2021,54,Ctrl,female,62,14,7,0.206,EtOH,24_hrs,91,119,Model,4,0.051
14/10/2021,56,Alc,female,62,14,7,0.208,EtOH,24_hrs,115,88,Model,4,0.047
14/10/2021,57,Str,female,62,14,7,0.197,EtOH,24_hrs,102,116,Model,4,0.034
14/10/2021,58,Alc+Str,female,62,14,7,0.2,EtOH,24_hrs,118,89,Model,4,0.046
14/10/2021,59,Ctrl,female,62,14,7,0.198,EtOH,24_hrs,113,92,Model,4,0.05
14/10/2021,61,Alc,male,62,14,7,0.233,EtOH,24_hrs,118,86,Model,4,0.056
14/10/2021,62,Alc+Str,male,62,14,7,0.291,EtOH,24_hrs,110,93,Model,4,0.136
14/10/2021,63,Ctrl,male,62,14,7,0.285,EtOH,24_hrs,120,90,Model,4,0.112
14/10/2021,64,Ctrl,male,62,14,7,0.277,EtOH,24_hrs,87,110,Model,4,0.086
14/10/2021,65,Str,male,62,14,7,0.268,EtOH,24_hrs,104,100,Model,4,0.086
14/10/2021,66,Alc+Str,male,62,14,7,0.281,EtOH,24_hrs,104,89,Model,4,0.073
14/10/2021,67,Alc,male,62,14,7,0.31,EtOH,24_hrs,114,75,Model,4,0.108
14/10/2021,52,Str,female,63,15,7,0.185,H2O,start,121,121,Model,4,0.027
14/10/2021,53,Alc,female,63,15,7,0.203,H2O,start,122,122,Model,4,0.05
14/10/2021,54,Ctrl,female,63,15,7,0.213,H2O,start,122,122,Model,4,0.058
14/10/2021,56,Alc,female,63,15,7,0.214,H2O,start,122,121,Model,4,0.053
14/10/2021,57,Str,female,63,15,7,0.199,H2O,start,122,121,Model,4,0.036
14/10/2021,58,Alc+Str,female,63,15,7,0.203,H2O,start,122,122,Model,4,0.049
14/10/2021,59,Ctrl,female,63,15,7,0.202,H2O,start,121,123,Model,4,0.054
14/10/2021,61,Alc,male,63,15,7,0.241,H2O,start,121,121,Model,4,0.064
14/10/2021,62,Alc+Str,male,63,15,7,0.245,H2O,start,123,121,Model,4,0.09
14/10/2021,63,Ctrl,male,63,15,7,0.289,H2O,start,121,121,Model,4,0.116
14/10/2021,64,Ctrl,male,63,15,7,0.284,H2O,start,121,122,Model,4,0.093
14/10/2021,65,Str,male,63,15,7,0.27,H2O,start,121,121,Model,4,0.088
14/10/2021,66,Alc+Str,male,63,15,7,0.28,H2O,start,122,119,Model,4,0.072
14/10/2021,67,Alc,male,63,15,7,0.307,H2O,start,121,121,Model,4,0.105
15/10/2021,52,Str,female,63,15,7,0.185,H2O,24_hrs,115,96,Model,4,0.027
15/10/2021,53,Alc,female,63,15,7,0.203,H2O,24_hrs,107,98,Model,4,0.05
15/10/2021,54,Ctrl,female,63,15,7,0.213,H2O,24_hrs,84,120,Model,4,0.058
15/10/2021,56,Alc,female,63,15,7,0.214,H2O,24_hrs,122,82,Model,4,0.053
15/10/2021,57,Str,female,63,15,7,0.199,H2O,24_hrs,111,99,Model,4,0.036
15/10/2021,58,Alc+Str,female,63,15,7,0.203,H2O,24_hrs,117,94,Model,4,0.049
15/10/2021,59,Ctrl,female,63,15,7,0.202,H2O,24_hrs,113,100,Model,4,0.054
15/10/2021,61,Alc,male,63,15,7,0.241,H2O,24_hrs,117,86,Model,4,0.064
15/10/2021,62,Alc+Str,male,63,15,7,0.245,H2O,24_hrs,95,105,Model,4,0.09
15/10/2021,63,Ctrl,male,63,15,7,0.289,H2O,24_hrs,99,103,Model,4,0.116
15/10/2021,64,Ctrl,male,63,15,7,0.284,H2O,24_hrs,105,92,Model,4,0.093
15/10/2021,65,Str,male,63,15,7,0.27,H2O,24_hrs,117,86,Model,4,0.088
15/10/2021,66,Alc+Str,male,63,15,7,0.28,H2O,24_hrs,114,77,Model,4,0.072
15/10/2021,67,Alc,male,63,15,7,0.307,H2O,24_hrs,92,108,Model,4,0.105
15/10/2021,52,Str,female,64,15,8,0.188,EtOH,start,126,124,Model,4,0.03
15/10/2021,53,Alc,female,64,15,8,0.212,EtOH,start,121,125,Model,4,0.059
15/10/2021,54,Ctrl,female,64,15,8,0.214,EtOH,start,122,124,Model,4,0.059
15/10/2021,56,Alc,female,64,15,8,0.216,EtOH,start,120,123,Model,4,0.055
15/10/2021,57,Str,female,64,15,8,0.205,EtOH,start,123,123,Model,4,0.042
15/10/2021,58,Alc+Str,female,64,15,8,0.201,EtOH,start,120,121,Model,4,0.047
15/10/2021,59,Ctrl,female,64,15,8,0.201,EtOH,start,122,123,Model,4,0.053
15/10/2021,61,Alc,male,64,15,8,0.253,EtOH,start,120,123,Model,4,0.076
15/10/2021,62,Alc+Str,male,64,15,8,0.251,EtOH,start,120,123,Model,4,0.096
15/10/2021,63,Ctrl,male,64,15,8,0.296,EtOH,start,121,119,Model,4,0.123
15/10/2021,64,Ctrl,male,64,15,8,0.294,EtOH,start,121,120,Model,4,0.103
15/10/2021,65,Str,male,64,15,8,0.282,EtOH,start,122,123,Model,4,0.1
15/10/2021,66,Alc+Str,male,64,15,8,0.292,EtOH,start,119,122,Model,4,0.084
15/10/2021,67,Alc,male,64,15,8,0.316,EtOH,start,119,123,Model,4,0.114
15/10/2021,52,Str,female,64,16,8,0.188,EtOH,30_mins,125,123,Model,4,0.03
15/10/2021,53,Alc,female,64,16,8,0.212,EtOH,30_mins,121,125,Model,4,0.059
15/10/2021,54,Ctrl,female,64,16,8,0.214,EtOH,30_mins,121,123,Model,4,0.059
15/10/2021,56,Alc,female,64,16,8,0.216,EtOH,30_mins,120,121,Model,4,0.055
15/10/2021,57,Str,female,64,16,8,0.205,EtOH,30_mins,123,122,Model,4,0.042
15/10/2021,58,Alc+Str,female,64,16,8,0.201,EtOH,30_mins,119,119,Model,4,0.047
15/10/2021,59,Ctrl,female,64,16,8,0.201,EtOH,30_mins,120,123,Model,4,0.053
15/10/2021,61,Alc,male,64,16,8,0.253,EtOH,30_mins,120,121,Model,4,0.076
15/10/2021,62,Alc+Str,male,64,16,8,0.251,EtOH,30_mins,119,122,Model,4,0.096
15/10/2021,63,Ctrl,male,64,16,8,0.296,EtOH,30_mins,120,118,Model,4,0.123
15/10/2021,64,Ctrl,male,64,16,8,0.294,EtOH,30_mins,120,120,Model,4,0.103
15/10/2021,65,Str,male,64,16,8,0.282,EtOH,30_mins,119,122,Model,4,0.1
15/10/2021,66,Alc+Str,male,64,16,8,0.292,EtOH,30_mins,118,120,Model,4,0.084
15/10/2021,67,Alc,male,64,16,8,0.316,EtOH,30_mins,117,122,Model,4,0.114
16/10/2021,52,Str,female,64,16,8,0.188,EtOH,24_hrs,93,122,Model,4,0.03
16/10/2021,53,Alc,female,64,16,8,0.212,EtOH,24_hrs,110,124,Model,4,0.059
16/10/2021,54,Ctrl,female,64,16,8,0.214,EtOH,24_hrs,102,108,Model,4,0.059
16/10/2021,56,Alc,female,64,16,8,0.216,EtOH,24_hrs,115,97,Model,4,0.055
16/10/2021,57,Str,female,64,16,8,0.205,EtOH,24_hrs,100,120,Model,4,0.042
16/10/2021,58,Alc+Str,female,64,16,8,0.201,EtOH,24_hrs,118,90,Model,4,0.047
16/10/2021,59,Ctrl,female,64,16,8,0.201,EtOH,24_hrs,91,117,Model,4,0.053
16/10/2021,61,Alc,male,64,16,8,0.253,EtOH,24_hrs,94,118,Model,4,0.076
16/10/2021,62,Alc+Str,male,64,16,8,0.251,EtOH,24_hrs,109,104,Model,4,0.096
16/10/2021,63,Ctrl,male,64,16,8,0.296,EtOH,24_hrs,29,104,Model,4,0.123
16/10/2021,64,Ctrl,male,64,16,8,0.294,EtOH,24_hrs,84,114,Model,4,0.103
16/10/2021,65,Str,male,64,16,8,0.282,EtOH,24_hrs,65,122,Model,4,0.1
16/10/2021,66,Alc+Str,male,64,16,8,0.292,EtOH,24_hrs,107,91,Model,4,0.084
16/10/2021,67,Alc,male,64,16,8,0.316,EtOH,24_hrs,113,93,Model,4,0.114
16/10/2021,52,Str,female,65,17,8,0.191,H2O,start,124,124,Model,4,0.033
16/10/2021,53,Alc,female,65,17,8,0.209,H2O,start,123,123,Model,4,0.056
16/10/2021,54,Ctrl,female,65,17,8,0.216,H2O,start,124,123,Model,4,0.061
16/10/2021,56,Alc,female,65,17,8,0.216,H2O,start,122,124,Model,4,0.055
16/10/2021,57,Str,female,65,17,8,0.196,H2O,start,123,123,Model,4,0.033
16/10/2021,58,Alc+Str,female,65,17,8,0.196,H2O,start,123,125,Model,4,0.042
16/10/2021,59,Ctrl,female,65,17,8,0.199,H2O,start,122,124,Model,4,0.051
16/10/2021,61,Alc,male,65,17,8,0.259,H2O,start,123,122,Model,4,0.082
16/10/2021,62,Alc+Str,male,65,17,8,0.259,H2O,start,124,121,Model,4,0.104
16/10/2021,63,Ctrl,male,65,17,8,0.306,H2O,start,124,124,Model,4,0.133
16/10/2021,64,Ctrl,male,65,17,8,0.297,H2O,start,123,122,Model,4,0.106
16/10/2021,65,Str,male,65,17,8,0.287,H2O,start,123,123,Model,4,0.105
16/10/2021,66,Alc+Str,male,65,17,8,0.294,H2O,start,122,123,Model,4,0.086
16/10/2021,67,Alc,male,65,17,8,0.319,H2O,start,123,122,Model,4,0.117
18/10/2021,52,Str,female,65,17,8,0.191,H2O,48_hrs,114,77,Model,4,0.033
18/10/2021,53,Alc,female,65,17,8,0.209,H2O,48_hrs,59,112,Model,4,0.056
18/10/2021,54,Ctrl,female,65,17,8,0.216,H2O,48_hrs,122,78,Model,4,0.061
18/10/2021,56,Alc,female,65,17,8,0.216,H2O,48_hrs,114,43,Model,4,0.055
18/10/2021,57,Str,female,65,17,8,0.196,H2O,48_hrs,117,68,Model,4,0.033
18/10/2021,58,Alc+Str,female,65,17,8,0.196,H2O,48_hrs,67,93,Model,4,0.042
18/10/2021,59,Ctrl,female,65,17,8,0.199,H2O,48_hrs,64,117,Model,4,0.051
18/10/2021,61,Alc,male,65,17,8,0.259,H2O,48_hrs,58,118,Model,4,0.082
18/10/2021,62,Alc+Str,male,65,17,8,0.259,H2O,48_hrs,63,98,Model,4,0.104
18/10/2021,63,Ctrl,male,65,17,8,0.306,H2O,48_hrs,48,121,Model,4,0.133
18/10/2021,64,Ctrl,male,65,17,8,0.297,H2O,48_hrs,107,32,Model,4,0.106
18/10/2021,65,Str,male,65,17,8,0.287,H2O,48_hrs,51,114,Model,4,0.105
18/10/2021,66,Alc+Str,male,65,17,8,0.294,H2O,48_hrs,61,100,Model,4,0.086
18/10/2021,67,Alc,male,65,17,8,0.319,H2O,48_hrs,33,109,Model,4,0.117
18/10/2021,52,Str,female,67,17,9,0.196,EtOH,start,122,121,Model,4,0.038
18/10/2021,53,Alc,female,67,17,9,0.22,EtOH,start,120,120,Model,4,0.067
18/10/2021,54,Ctrl,female,67,17,9,0.222,EtOH,start,124,122,Model,4,0.067
18/10/2021,56,Alc,female,67,17,9,0.233,EtOH,start,120,123,Model,4,0.072
18/10/2021,57,Str,female,67,17,9,0.201,EtOH,start,124,121,Model,4,0.038
18/10/2021,58,Alc+Str,female,67,17,9,0.208,EtOH,start,120,122,Model,4,0.054
18/10/2021,59,Ctrl,female,67,17,9,0.203,EtOH,start,122,121,Model,4,0.055
18/10/2021,61,Alc,male,67,17,9,0.272,EtOH,start,124,121,Model,4,0.095
18/10/2021,62,Alc+Str,male,67,17,9,0.269,EtOH,start,121,123,Model,4,0.114
18/10/2021,63,Ctrl,male,67,17,9,0.32,EtOH,start,123,121,Model,4,0.147
18/10/2021,64,Ctrl,male,67,17,9,0.308,EtOH,start,122,123,Model,4,0.117
18/10/2021,65,Str,male,67,17,9,0.303,EtOH,start,122,121,Model,4,0.121
18/10/2021,66,Alc+Str,male,67,17,9,0.307,EtOH,start,119,124,Model,4,0.099
18/10/2021,67,Alc,male,67,17,9,0.335,EtOH,start,120,122,Model,4,0.133
18/10/2021,52,Str,female,67,18,9,0.196,EtOH,30_mins,122,121,Model,4,0.038
18/10/2021,53,Alc,female,67,18,9,0.22,EtOH,30_mins,119,122,Model,4,0.067
18/10/2021,54,Ctrl,female,67,18,9,0.222,EtOH,30_mins,123,121,Model,4,0.067
18/10/2021,56,Alc,female,67,18,9,0.233,EtOH,30_mins,120,120,Model,4,0.072
18/10/2021,57,Str,female,67,18,9,0.201,EtOH,30_mins,123,121,Model,4,0.038
18/10/2021,58,Alc+Str,female,67,18,9,0.208,EtOH,30_mins,119,122,Model,4,0.054
18/10/2021,59,Ctrl,female,67,18,9,0.203,EtOH,30_mins,120,121,Model,4,0.055
18/10/2021,61,Alc,male,67,18,9,0.272,EtOH,30_mins,120,121,Model,4,0.095
18/10/2021,62,Alc+Str,male,67,18,9,0.269,EtOH,30_mins,120,123,Model,4,0.114
18/10/2021,63,Ctrl,male,67,18,9,0.32,EtOH,30_mins,120,120,Model,4,0.147
18/10/2021,64,Ctrl,male,67,18,9,0.308,EtOH,30_mins,121,122,Model,4,0.117
18/10/2021,65,Str,male,67,18,9,0.303,EtOH,30_mins,122,120,Model,4,0.121
18/10/2021,66,Alc+Str,male,67,18,9,0.307,EtOH,30_mins,117,124,Model,4,0.099
18/10/2021,67,Alc,male,67,18,9,0.335,EtOH,30_mins,118,121,Model,4,0.133
19/10/2021,52,Str,female,67,18,9,0.196,EtOH,24_hrs,95,118,Model,4,0.038
19/10/2021,53,Alc,female,67,18,9,0.22,EtOH,24_hrs,113,96,Model,4,0.067
